num__mes,num__dia_mes,num__hora_pedido,num__es_fin_semana,num__es_festivo,num__compras_previas,num__ticket_promedio_historico,num__dias_desde_ultima_compra,num__num_items_carrito,num__incluye_perecederos,num__valor_carrito,num__nivel_inventario_general,num__productos_agotados,num__tiempo_carga_sitio,num__hay_promocion,num__descuento_aplicado,num__temperatura,num__fin_de_mes,num__ratio_agotados_inventario,num__valor_promedio_item,cat__dia_semana_Friday,cat__dia_semana_Monday,cat__dia_semana_Saturday,cat__dia_semana_Sunday,cat__dia_semana_Thursday,cat__dia_semana_Tuesday,cat__dia_semana_Wednesday,cat__segmento_cliente_Inactivo,cat__segmento_cliente_Nuevo,cat__segmento_cliente_Regular,cat__segmento_cliente_VIP,cat__zona_entrega_Mixco,cat__zona_entrega_San Miguel Petapa,cat__zona_entrega_Villa Nueva,cat__zona_entrega_Zona 1,cat__zona_entrega_Zona 10,cat__zona_entrega_Zona 15,cat__tipo_entrega_Día siguiente,cat__tipo_entrega_Mismo día,cat__tipo_entrega_Programada,cat__canal_adquisicion_Búsqueda Pagada,cat__canal_adquisicion_Email,cat__canal_adquisicion_Orgánico,cat__canal_adquisicion_Redes Sociales,cat__canal_adquisicion_Referido,cat__clima_Lluvioso,cat__clima_Nublado,cat__clima_Soleado,y_true,y_prob,y_pred,case_type
0.7083371888945309,0.974300587885684,1.36764052958826,1.593401459241659,-0.152453980106408,-0.7101966832567375,-1.1911738168152872,1.7281866919940123,1.1096073632852874,0.5186863531990443,2.002550952761357,0.5438688852159754,-1.197941720627139,0.10798432992135931,-0.6747602946983878,-0.5777422580970939,0.28216335756566646,-0.1784366067865824,-0.26293497475031935,1.5842623008336776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.7490208313358473,1,TP
0.7083371888945309,1.0878346411759536,-0.08183314215317343,-0.6275882290681006,-0.152453980106408,-0.7101966832567375,-1.1911738168152872,1.7281866919940123,-1.5032828171353265,0.5186863531990443,-1.3170127639843983,-0.19954316299447708,-0.746941789950016,-0.6494517674820407,-0.6747602946983878,-0.5777422580970939,-1.4185782937596219,-0.1784366067865824,-0.20542090865677295,-1.5025064699598305,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.5906523913178323,1,TP
0.7083371888945309,1.2013686944662232,-0.9515173451980334,-0.6275882290681006,-0.152453980106408,-0.7101966832567375,-1.1911738168152872,1.7281866919940123,-1.2129616859774806,0.5186863531990443,-0.7857510456259083,0.4811419622292002,-0.5966084797243084,1.4760066691091323,1.482007770547601,0.35281361090420793,-1.1390043236787528,-0.1784366067865824,-0.20111571524693272,0.7833206020571614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0.5004050745006627,1,TP
0.7083371888945309,1.2013686944662232,-0.8065699780238902,-0.6275882290681006,-0.152453980106408,-0.5867343172736459,-0.05606800711292257,-0.5524273201965274,-0.6323194236617885,0.5186863531990443,-0.7202240697541051,-0.3367583070280475,-0.746941789950016,-1.4378036239631302,-0.6747602946983878,-0.5777422580970939,0.5151416659663909,-0.1784366067865824,-0.2024907888412357,-0.5755445111650611,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.5306394229695314,1,TP
0.7083371888945309,1.2013686944662232,-0.5166752436756035,-0.6275882290681006,-0.152453980106408,-0.6278884392680097,-0.6047407892976641,-0.5331000828050821,0.09348340423282643,0.5186863531990443,0.7890101487125869,1.0667565948010456,-0.5966084797243084,1.1591201385628125,1.482007770547601,0.35281361090420793,-0.34687807511628926,-0.1784366067865824,-0.20995231992474936,1.470902274789545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.5883206862581861,1,TP
0.7083371888945309,1.2013686944662232,-0.22678050932731678,-0.6275882290681006,-0.152453980106408,-0.21634721932437095,0.32613134564772317,-0.6804702679148522,0.38380453539067244,0.5186863531990443,-0.5431368303012751,0.8918072861582433,-1.197941720627139,1.7387906212694961,-0.6747602946983878,-0.5777422580970939,0.4918438351263181,-0.1784366067865824,-0.26293497475031935,-1.2171600757758911,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.7792822073759578,1,TP
0.7083371888945309,1.2013686944662232,-0.22678050932731678,-0.6275882290681006,-0.152453980106408,-0.17519309733000707,0.05589932904805687,-0.506525131391845,-0.4871588580828656,0.5186863531990443,-0.7594463097920662,1.4984942444209588,-0.5966084797243084,-0.5567044902489715,-0.6747602946983878,-0.5777422580970939,0.28216335756566646,-0.1784366067865824,-0.21500347444280227,-0.8901003934461871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.7421948845066507,1,TP
0.7083371888945309,1.2013686944662232,-0.08183314215317343,-0.6275882290681006,-0.152453980106408,1.2652011724727286,0.8252232839605937,-0.5161887500875676,-0.4871588580828656,0.5186863531990443,0.2328528767970678,0.8682846900382025,-0.8972751001757238,1.0741018010991654,-0.6747602946983878,-0.5777422580970939,-0.370175905956362,-0.1784366067865824,-0.23509493739382878,1.692150777482099,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.8071241513796659,1,TP
0.7083371888945309,1.2013686944662232,1.36764052958826,-0.6275882290681006,-0.152453980106408,-0.7101966832567375,-1.1911738168152872,1.7281866919940123,-1.2129616859774806,0.5186863531990443,-1.015917484172027,0.5590605618768344,-0.5966084797243084,-0.8194884424093346,-0.6747602946983878,-0.5777422580970939,-0.8361325227578108,-0.1784366067865824,-0.20245777727055894,-0.41459946776992546,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.9025795801420802,1,TP
0.7083371888945309,1.2013686944662232,1.6575352639365466,-0.6275882290681006,-0.152453980106408,-0.05173073134691545,-0.04063555902035358,-0.5862499856315566,-0.05167716134609657,-1.927947388305882,-0.15490711303930155,0.972176156235049,-0.5966084797243084,0.7649442103222674,-0.6747602946983878,-0.5777422580970939,-0.7662390302375933,-0.1784366067865824,-0.20870025032987546,-0.09772422166966796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.5195074154753916,1,TP
