num__mes,num__dia_mes,num__hora_pedido,num__es_fin_semana,num__es_festivo,num__compras_previas,num__ticket_promedio_historico,num__dias_desde_ultima_compra,num__num_items_carrito,num__incluye_perecederos,num__valor_carrito,num__nivel_inventario_general,num__productos_agotados,num__tiempo_carga_sitio,num__hay_promocion,num__descuento_aplicado,num__temperatura,num__fin_de_mes,num__ratio_agotados_inventario,num__valor_promedio_item,cat__dia_semana_Friday,cat__dia_semana_Monday,cat__dia_semana_Saturday,cat__dia_semana_Sunday,cat__dia_semana_Thursday,cat__dia_semana_Tuesday,cat__dia_semana_Wednesday,cat__segmento_cliente_Inactivo,cat__segmento_cliente_Nuevo,cat__segmento_cliente_Regular,cat__segmento_cliente_VIP,cat__zona_entrega_Mixco,cat__zona_entrega_San Miguel Petapa,cat__zona_entrega_Villa Nueva,cat__zona_entrega_Zona 1,cat__zona_entrega_Zona 10,cat__zona_entrega_Zona 15,cat__tipo_entrega_Día siguiente,cat__tipo_entrega_Mismo día,cat__tipo_entrega_Programada,cat__canal_adquisicion_Búsqueda Pagada,cat__canal_adquisicion_Email,cat__canal_adquisicion_Orgánico,cat__canal_adquisicion_Redes Sociales,cat__canal_adquisicion_Referido,cat__clima_Lluvioso,cat__clima_Nublado,cat__clima_Soleado,y_true,y_prob,y_pred,case_type
0.7083371888945309,0.974300587885684,1.2226931624141166,1.593401459241659,-0.152453980106408,-0.5455801952792819,0.32054939633764495,-0.49686151269612233,-1.0678011203985576,0.5186863531990443,-1.0020605251166994,0.6286482420652881,-1.0476084104014314,-1.3064116478829486,-0.6747602946983878,-0.5777422580970939,-1.0691108311585353,-0.1784366067865824,-0.24810323773110673,-0.7354709150450378,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.8509472229159729,1,FP
0.7083371888945309,1.0878346411759536,0.93279842806583,-0.6275882290681006,-0.152453980106408,-0.010576609352551575,-0.33615052249507965,-0.6780543632409216,-1.5032828171353265,0.5186863531990443,-1.2808437522128655,0.6948055436529029,-0.8972751001757238,1.3368857532595284,-0.6747602946983878,-0.5777422580970939,-0.370175905956362,-0.1784366067865824,-0.23379834836288577,-1.1887654992908316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.6967575545262271,1,FP
0.7083371888945309,1.2013686944662232,-0.8065699780238902,-0.6275882290681006,-0.152453980106408,-0.7101966832567375,-1.1911738168152872,1.7281866919940123,-1.5032828171353265,0.5186863531990443,-1.1244245194866258,1.0035396177284366,-0.746941789950016,-1.6078402988904243,1.482007770547601,0.35281361090420793,-1.3020891395592595,-0.1784366067865824,-0.2225752073154604,0.16806233490107259,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.8100145379461765,1,FP
0.7083371888945309,1.2013686944662232,0.3530089593692566,-0.6275882290681006,-0.152453980106408,1.800204758399459,2.4833905790132236,-0.5016933220439836,-1.3581222515564035,0.5186863531990443,-1.1284172026042623,-0.5886461071468164,-0.14560854904718545,-0.29392053808860796,1.482007770547601,0.35281361090420793,0.07248288000501399,-0.1784366067865824,-0.1073476122256126,-0.5750351914074815,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.5421418039373609,1,FP
0.7083371888945309,1.2013686944662232,0.93279842806583,-0.6275882290681006,-0.152453980106408,-0.42211782929619035,-0.31973302452426156,-0.5814181762836953,0.8192862321274414,0.5186863531990443,1.4766910997973168,0.7741943055580397,-1.0476084104014314,0.1157132696907816,-0.6747602946983878,-0.5777422580970939,0.5384394968064627,-0.1784366067865824,-0.24867067633663376,1.315050428970205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.6655712703189484,1,FP
0.7083371888945309,1.2013686944662232,1.5125878967624033,-0.6275882290681006,-0.152453980106408,-0.5455801952792819,-0.3177629247677633,-0.653895316501615,-0.34199829250394254,-1.927947388305882,-0.6497649559134566,-0.4989662094391614,0.3053913816299375,-0.6958254060985753,-0.6747602946983878,-0.5777422580970939,-0.41677156763650675,-0.1784366067865824,-0.04854243150648336,-0.7952002320702752,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.5239150612791602,1,FP
0.7083371888945309,1.314902747756493,-1.5313068138946069,-0.6275882290681006,-0.152453980106408,-0.5867343172736459,-0.2803310293942981,-0.6079931276969326,0.09348340423282643,0.5186863531990443,0.755424637781878,1.2294545512979937,-0.5966084797243084,-0.9895251173366284,-0.6747602946983878,-0.5777422580970939,-1.6282587713202734,-0.1784366067865824,-0.2119760476516349,1.408474224503367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.6028442271630157,1,FP
0.7083371888945309,1.314902747756493,-0.8065699780238902,-0.6275882290681006,-0.152453980106408,-0.7101966832567375,-1.1911738168152872,1.7281866919940123,-1.5032828171353265,0.5186863531990443,-1.3564698677351614,1.591114466643619,-0.8972751001757238,-0.29392053808860796,-0.6747602946983878,-0.5777422580970939,-1.371982632079477,-0.1784366067865824,-0.2394495561744039,-1.8447693470532835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.5683843926137451,1,FP
0.7083371888945309,1.314902747756493,0.93279842806583,-0.6275882290681006,-0.152453980106408,-0.09288485334127933,0.028974632375915146,-0.646647602479823,1.5450890600220564,0.5186863531990443,0.5064691022115861,1.6621723090895753,-0.746941789950016,0.24710524577096316,-0.6747602946983878,-0.5777422580970939,-1.092408661998608,-0.1784366067865824,-0.2282403276739409,-0.5735072321347429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.6853439392457388,1,FP
0.7083371888945309,1.314902747756493,1.5125878967624033,-0.6275882290681006,-0.152453980106408,-0.38096370730182644,0.18329911330160553,-0.6587271258494763,-0.4871588580828656,-1.927947388305882,-0.19436421679006474,1.0941996236077598,-0.8972751001757238,0.6103654149338184,1.482007770547601,1.2833694799055098,-0.9992173386383177,-0.1784366067865824,-0.23661992042868404,0.5804076106374713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.7311744608483192,1,FP
